x-axis,1
second,Volt
-20.0000E+00,+0.000E+00
-19.9900E+00,+0.000E+00
-19.9800E+00,+0.000E+00
-19.9700E+00,+0.000E+00
-19.9600E+00,+0E+00
-19.9500E+00,-15.6E-03
-19.9400E+00,+0.000E+00
-19.9300E+00,+0.000E+00
-19.9200E+00,+0.000E+00
-19.9100E+00,+0.000E+00
-19.9000E+00,+0.000E+00
-19.8900E+00,+0E+00
-19.8800E+00,-15.6E-03
-19.8700E+00,+0E+00
-19.8600E+00,+15.6E-03
-19.8500E+00,+0.000E+00
-19.8400E+00,+0.000E+00
-19.8300E+00,+0.000E+00
-19.8200E+00,+0.000E+00
-19.8100E+00,+0.000E+00
-19.8000E+00,+0.000E+00
-19.7900E+00,+0.000E+00
-19.7800E+00,+0E+00
-19.7700E+00,-15.6E-03
-19.7600E+00,+0.000E+00
-19.7500E+00,+0.000E+00
-19.7400E+00,+0.000E+00
-19.7300E+00,+0.000E+00
-19.7200E+00,+0E+00
-19.7100E+00,-15.6E-03
-19.7000E+00,+0.000E+00
-19.6900E+00,+0.000E+00
-19.6800E+00,+0.000E+00
-19.6700E+00,+0E+00
-19.6600E+00,-15.6E-03
-19.6500E+00,-15.6E-03
-19.6400E+00,-15.6E-03
-19.6300E+00,+0E+00
-19.6200E+00,-15.6E-03
-19.6100E+00,+0E+00
-19.6000E+00,-15.6E-03
-19.5900E+00,-15.6E-03
-19.5800E+00,+0.000E+00
-19.5700E+00,+0.000E+00
-19.5600E+00,+0.000E+00
-19.5500E+00,+0.000E+00
-19.5400E+00,+0E+00
-19.5300E+00,+46.9E-03
-19.5200E+00,+2.3750E+00
-19.5100E+00,+2.3750E+00
-19.5000E+00,+2.3750E+00
-19.4900E+00,+2.3906E+00
-19.4800E+00,+2.3594E+00
-19.4700E+00,+2.3594E+00
-19.4600E+00,+2.3750E+00
-19.4500E+00,+2.3750E+00
-19.4400E+00,+2.3750E+00
-19.4300E+00,+2.3594E+00
-19.4200E+00,+2.3906E+00
-19.4100E+00,+2.3750E+00
-19.4000E+00,+2.3594E+00
-19.3900E+00,+2.3594E+00
-19.3800E+00,+2.3594E+00
-19.3700E+00,+2.3750E+00
-19.3600E+00,+2.3906E+00
-19.3500E+00,+2.3906E+00
-19.3400E+00,+2.3750E+00
-19.3300E+00,+2.3750E+00
-19.3200E+00,+2.3594E+00
-19.3100E+00,+2.3750E+00
-19.3000E+00,+2.3750E+00
-19.2900E+00,+2.3750E+00
-19.2800E+00,+2.3750E+00
-19.2700E+00,+2.3750E+00
-19.2600E+00,+2.3750E+00
-19.2500E+00,+2.3750E+00
-19.2400E+00,+2.3750E+00
-19.2300E+00,+2.3750E+00
-19.2200E+00,+2.3750E+00
-19.2100E+00,+2.3750E+00
-19.2000E+00,+2.3594E+00
-19.1900E+00,+2.3906E+00
-19.1800E+00,+2.3906E+00
-19.1700E+00,+2.3594E+00
-19.1600E+00,+2.3750E+00
-19.1500E+00,+2.3906E+00
-19.1400E+00,+2.3750E+00
-19.1300E+00,+2.3906E+00
-19.1200E+00,+2.3750E+00
-19.1100E+00,+2.3750E+00
-19.1000E+00,+2.3750E+00
-19.0900E+00,+2.3750E+00
-19.0800E+00,+2.3750E+00
-19.0700E+00,+2.3594E+00
-19.0600E+00,+2.3906E+00
-19.0500E+00,+2.3906E+00
-19.0400E+00,+2.2969E+00
-19.0300E+00,+2.2969E+00
-19.0200E+00,+2.2813E+00
-19.0100E+00,+2.2812E+00
-19.0000E+00,+2.2656E+00
-18.9900E+00,+2.2969E+00
-18.9800E+00,+2.2969E+00
-18.9700E+00,+2.2969E+00
-18.9600E+00,+2.2813E+00
-18.9500E+00,+2.2969E+00
-18.9400E+00,+2.2813E+00
-18.9300E+00,+2.2812E+00
-18.9200E+00,+2.0938E+00
-18.9100E+00,+2.0938E+00
-18.9000E+00,+2.0937E+00
-18.8900E+00,+2.0781E+00
-18.8800E+00,+46.9E-03
-18.8700E+00,+46.9E-03
-18.8600E+00,+31.3E-03
-18.8500E+00,+31.3E-03
-18.8400E+00,+2.0781E+00
-18.8300E+00,+2.0938E+00
-18.8200E+00,+2.0937E+00
-18.8100E+00,+2.0781E+00
-18.8000E+00,+2.1094E+00
-18.7900E+00,+0.000E+00
-18.7800E+00,+0E+00
-18.7700E+00,+2.0781E+00
-18.7600E+00,+2.0938E+00
-18.7500E+00,+2.0938E+00
-18.7400E+00,+2.0938E+00
-18.7300E+00,+2.0938E+00
-18.7200E+00,+2.0937E+00
-18.7100E+00,+2.0781E+00
-18.7000E+00,+2.0938E+00
-18.6900E+00,+2.0938E+00
-18.6800E+00,+2.0937E+00
-18.6700E+00,+2.0781E+00
-18.6600E+00,+2.0937E+00
-18.6500E+00,+2.0781E+00
-18.6400E+00,+2.0781E+00
-18.6300E+00,+2.0937E+00
-18.6200E+00,+2.0781E+00
-18.6100E+00,+31.3E-03
-18.6000E+00,+2.0938E+00
-18.5900E+00,+2.0938E+00
-18.5800E+00,+2.0937E+00
-18.5700E+00,+31.3E-03
-18.5600E+00,+2.0938E+00
-18.5500E+00,+2.0938E+00
-18.5400E+00,+2.0937E+00
-18.5300E+00,+31.3E-03
-18.5200E+00,+2.0938E+00
-18.5100E+00,+2.0938E+00
-18.5000E+00,+2.0937E+00
-18.4900E+00,+31.3E-03
-18.4800E+00,+2.0938E+00
-18.4700E+00,+2.0937E+00
-18.4600E+00,+2.0781E+00
-18.4500E+00,+2.0781E+00
-18.4400E+00,+2.0938E+00
-18.4300E+00,+2.0937E+00
-18.4200E+00,+2.0781E+00
-18.4100E+00,-15.6E-03
-18.4000E+00,+0E+00
-18.3900E+00,+2.0781E+00
-18.3800E+00,+2.0937E+00
-18.3700E+00,+15.6E-03
-18.3600E+00,+2.0938E+00
-18.3500E+00,+2.0938E+00
-18.3400E+00,+2.0937E+00
-18.3300E+00,-15.6E-03
-18.3200E+00,+2.0938E+00
-18.3100E+00,+2.0938E+00
-18.3000E+00,+2.0938E+00
-18.2900E+00,+2.0937E+00
-18.2800E+00,+2.0781E+00
-18.2700E+00,+2.0937E+00
-18.2600E+00,+2.0781E+00
-18.2500E+00,+2.0937E+00
-18.2400E+00,+2.0781E+00
-18.2300E+00,+2.0938E+00
-18.2200E+00,+2.0938E+00
-18.2100E+00,+2.0938E+00
-18.2000E+00,+2.0937E+00
-18.1900E+00,+2.0781E+00
-18.1800E+00,+2.0937E+00
-18.1700E+00,+31.3E-03
-18.1600E+00,+2.0938E+00
